,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,initial_list_status,application_type
45548,12499313,14511427,13925,13925,13925.0,1,17.57,349.94,D,16,Marketing Director,8,0,35000.0,Source Verified,30,1,https://lendingclub.com/browse/loanDetail.action?loan_id=12499313,Borrower added on 03/05/14 > I would like to consolidate my credit cards so I can have one lower monthly payment and pay off my debit faster.<br>,debt_consolidation,Debt consolidation,234xx,VA,18.39,0,Oct-05,0,5,0,23.7,14,0,INDIVIDUAL
45557,48896337,52185056,12000,12000,12000.0,0,13.99,409.89,C,13,Application Trainer,3,0,44000.0,Source Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=48896337,,debt_consolidation,Debt consolidation,021xx,MA,8.51,0,Feb-11,0,4,0,96.3,6,0,INDIVIDUAL
45562,42834207,45830925,24000,24000,24000.0,1,13.33,550.37,C,12,service manager,2,2,62000.0,Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=42834207,,debt_consolidation,Debt consolidation,770xx,TX,9.4,0,Oct-08,1,13,0,33.8,17,1,INDIVIDUAL
45591,28674031,31207225,8000,8000,8000.0,0,13.98,273.48,C,12,SHIPPING / RECIEVING CLERK,1,0,29000.0,Not Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=28674031,,debt_consolidation,Debt consolidation,609xx,IL,23.74,0,Sep-99,0,8,0,74.3,16,0,INDIVIDUAL
45592,30195072,32738252,7900,7900,7900.0,0,14.99,274.19,C,14,Manager,5,1,52000.0,Source Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=30195072,,debt_consolidation,Debt consolidation,080xx,NJ,4.32,0,Aug-98,3,4,2,73.9,11,0,INDIVIDUAL
45598,6789745,8411362,21000,21000,20975.0,0,12.35,701.25,B,8,Horizon House Inc.,10,2,75000.0,Source Verified,36,1,https://lendingclub.com/browse/loanDetail.action?loan_id=6789745,,credit_card,Credit Card Refinancing,197xx,DE,12.26,0,Oct-95,6,12,0,72.2,35,0,INDIVIDUAL
45603,44855528,47933252,16000,16000,15950.0,1,15.61,385.41,D,15,Senior Staff Adjsuter,1,0,53000.0,Source Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=44855528,,credit_card,Credit card refinancing,641xx,MO,16.97,0,Aug-96,1,20,0,90.5,32,1,INDIVIDUAL
45614,31838111,34451308,15000,15000,15000.0,1,19.52,392.97,E,21,kitchen manager,7,1,45000.0,Source Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=31838111,,debt_consolidation,Debt consolidation,305xx,GA,21.71,0,Aug-04,2,13,0,71.0,16,1,INDIVIDUAL
45619,10068193,11919917,26400,26400,26400.0,1,19.97,699.15,D,19,Psychologist,10,2,125000.0,Source Verified,32,1,https://lendingclub.com/browse/loanDetail.action?loan_id=10068193,,credit_card,Credit card refinancing,450xx,OH,11.55,0,Sep-02,4,10,0,61.4,17,0,INDIVIDUAL
45628,66044328,70739043,12000,12000,12000.0,0,13.67,408.01,C,13,Owner,5,1,30000.0,Verified,9,1,https://lendingclub.com/browse/loanDetail.action?loan_id=66044328,,debt_consolidation,Debt consolidation,378xx,TN,38.22,0,Nov-06,0,4,0,96.3,16,0,INDIVIDUAL
45632,50313746,53712487,18900,18900,18900.0,1,19.19,492.35,E,22,driver,1,0,45000.0,Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=50313746,,debt_consolidation,Debt consolidation,119xx,NY,4.22,1,Nov-97,1,10,0,22.2,32,1,INDIVIDUAL
45651,63325531,67667274,5250,5250,5250.0,0,13.33,177.85,C,12,Production,1,0,23000.0,Source Verified,11,1,https://lendingclub.com/browse/loanDetail.action?loan_id=63325531,,other,Other,770xx,TX,29.06,1,Dec-11,1,8,0,20.9,10,1,INDIVIDUAL
45653,20702182,22974565,35000,35000,35000.0,0,11.67,1156.99,B,8,Attorney,2,1,305000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20702182,,home_improvement,Home improvement,600xx,IL,9.0,1,Nov-94,1,20,0,69.5,26,1,INDIVIDUAL
45702,20119537,22382141,23000,23000,22975.0,0,9.17,733.22,B,5,Mortgage Banking Underwriter,1,0,70000.0,Source Verified,26,1,https://lendingclub.com/browse/loanDetail.action?loan_id=20119537,,debt_consolidation,Debt consolidation,105xx,NY,8.6,0,Dec-01,0,7,0,59.7,12,0,INDIVIDUAL
45705,7093747,8755240,12000,12000,12000.0,1,12.69,271.16,C,11,Attorney,1,1,80000.0,Not Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7093747,,credit_card,Credit card refinancing,902xx,CA,9.29,0,Aug-01,2,9,0,95.2,30,1,INDIVIDUAL
45715,30095269,32638451,12000,12000,12000.0,0,13.35,406.15,C,11,Loss Consultant,2,1,102500.0,Source Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=30095269,,debt_consolidation,Debt consolidation,142xx,NY,12.98,0,Oct-93,0,12,0,92.2,33,1,INDIVIDUAL
45730,41781528,44728328,14600,14600,14600.0,0,18.84,533.97,E,21,Teacher/Coach,4,0,43000.0,Not Verified,18,1,https://lendingclub.com/browse/loanDetail.action?loan_id=41781528,,debt_consolidation,Debt consolidation,891xx,NV,25.28,0,May-08,2,6,0,2.6,15,1,INDIVIDUAL
45765,6174599,7666748,18000,18000,18000.0,1,15.88,436.38,C,13,ASRC Federal,3,2,92000.0,Verified,38,1,https://lendingclub.com/browse/loanDetail.action?loan_id=6174599,Borrower added on 07/01/13 > Loan is to remove all credit card debt and start fresh<br>,debt_consolidation,Lower Percentage rate,227xx,VA,13.96,1,Feb-01,1,8,0,69.4,39,0,INDIVIDUAL
45787,3369703,4222566,10000,10000,10000.0,0,15.8,350.69,C,12,Suncoast Hospice,5,0,40000.0,Source Verified,43,1,https://lendingclub.com/browse/loanDetail.action?loan_id=3369703,Borrower added on 02/12/13 > Pay off high interest credit cards and close accounts.  Trying to become debt free!<br>,credit_card,Credit Card Payoff,337xx,FL,20.27,0,Aug-03,0,14,0,57.9,19,0,INDIVIDUAL
45789,716952,910970,35000,35000,34975.0,1,16.77,865.41,E,21,PENNSBURY SCHOOL DISTRICT,8,2,130490.0,Verified,65,1,https://lendingclub.com/browse/loanDetail.action?loan_id=716952,"Borrower added on 04/01/11 > This loan is for a debt consolidation of credit card debt, also am flexible 80-95% of term amount, but need to stay with 5year term (actually would like 6 years, but do not know if possible) also I have good income, with great credit/payment history.<br/> Borrower added on 04/01/11 > looking for term loan for 5-6 years, willing to be flexible with 80-95% of funds released up to 100%, I have good income and great credit/payment history!  Thank you for consideration.<br/> Borrower added on 04/03/11 > My wife and I have over $223K total yrly income, I am an administrator for a school district, while my wife is a teacher in a different school district.  Approx amt. current home was bought for 10yrs ago $263, currently worth $480K.<br/> Borrower added on 04/03/11 > Total Household income over $223K, I am a school administrator, while wife works for another school dist. Home was bought for approx. $263--10yrs ago now approx value $480-490K.<br/>",debt_consolidation,DEBT CONSOLIDATION,190xx,PA,24.73,0,Jan-88,2,11,0,83.3,33,0,INDIVIDUAL
45812,6794567,8416718,10000,10000,10000.0,0,21.15,377.77,E,21,DMC SINAI GRACE,3,2,65000.0,Source Verified,37,1,https://lendingclub.com/browse/loanDetail.action?loan_id=6794567,Borrower added on 08/13/13 > Starting a small buy and sell business<br>,other,smallbizstarter,480xx,MI,18.53,0,Sep-99,1,7,0,71.9,17,0,INDIVIDUAL
45827,36009195,38710772,20000,20000,20000.0,0,12.39,668.19,C,10,Operations Manager,3,0,70000.0,Source Verified,21,1,https://lendingclub.com/browse/loanDetail.action?loan_id=36009195,,other,Other,606xx,IL,8.37,3,Sep-07,3,8,0,13.7,15,1,INDIVIDUAL
45829,17102967,19225504,8875,8875,8875.0,0,14.99,307.99,C,14,Business Analyst,5,0,52000.0,Source Verified,28,1,https://lendingclub.com/browse/loanDetail.action?loan_id=17102967,,other,Other,372xx,TN,10.73,0,Apr-98,3,7,0,81.6,9,1,INDIVIDUAL
45831,7495435,9157539,20950,20950,20950.0,1,15.1,499.53,C,11,optician,10,2,48000.0,Verified,34,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7495435,,credit_card,Credit card refinancing,305xx,GA,19.89,0,Nov-83,0,6,0,60.4,31,0,INDIVIDUAL
45852,38464201,41257920,19875,19875,19875.0,1,18.54,510.52,E,20,Vice President,10,2,84000.0,Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=38464201,,debt_consolidation,Debt consolidation,750xx,TX,34.78,0,Mar-04,1,16,0,56.9,33,0,INDIVIDUAL
45857,5637831,7020157,8325,8325,8325.0,0,14.33,285.76,C,10,supermoms',5,2,25000.0,Verified,39,1,https://lendingclub.com/browse/loanDetail.action?loan_id=5637831,,credit_card,helper,551xx,MN,32.75,0,Apr-06,0,16,0,87.7,25,1,INDIVIDUAL
45862,19176844,21379525,25000,25000,25000.0,1,15.61,602.6,D,15,electrician,10,0,97000.0,Source Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=19176844,,debt_consolidation,Debt consolidation,019xx,MA,24.54,0,Oct-00,1,14,0,70.3,23,1,INDIVIDUAL
45884,11404779,13336933,15000,15000,14975.0,0,10.99,491.1,B,6,Vocational development specialist,1,2,56270.0,Verified,31,1,https://lendingclub.com/browse/loanDetail.action?loan_id=11404779,,credit_card,Credit card refinancing,207xx,MD,26.95,1,Nov-00,1,15,0,65.7,30,0,INDIVIDUAL
45888,17695564,19828010,13125,13125,13075.0,1,19.52,344.28,E,21,,-1,1,47000.0,Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=17695564,,home_improvement,Home improvement,761xx,TX,12.08,0,May-06,0,3,0,81.3,3,0,INDIVIDUAL
45889,55271662,58852495,8400,8400,8400.0,0,14.65,289.4,C,14,merchandising associate,2,0,26400.0,Source Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=55271662,,car,Car financing,953xx,CA,22.33,3,Jan-05,0,16,0,25.3,22,0,INDIVIDUAL
45891,59220907,63108687,6000,6000,6000.0,0,19.19,219.95,E,22,,-1,0,30000.0,Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=59220907,,medical,Medical expenses,606xx,IL,18.22,0,Aug-04,0,6,0,59.6,8,0,INDIVIDUAL
45894,680672,869545,6000,6000,6000.0,1,16.4,147.13,E,20,IPG inc.,1,2,140000.0,Verified,67,1,https://lendingclub.com/browse/loanDetail.action?loan_id=680672,,home_improvement,Barrys Home Repair,189xx,PA,18.3,2,Mar-90,0,9,0,25.3,30,0,INDIVIDUAL
45903,84524851,90572611,16000,16000,16000.0,0,12.79,537.33,C,10,Department Superintendent,10,2,80532.0,Source Verified,2,1,https://lendingclub.com/browse/loanDetail.action?loan_id=84524851,,debt_consolidation,Debt consolidation,297xx,SC,24.38,0,Jun-06,0,7,1,31.4,13,0,INDIVIDUAL
45911,40551692,43416469,6400,6400,6400.0,0,14.31,219.68,C,13,weld,7,2,41000.0,Not Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=40551692,,debt_consolidation,Debt consolidation,453xx,OH,23.05,0,Jun-03,0,7,0,91.8,15,0,INDIVIDUAL
45915,17954557,20107080,10000,10000,10000.0,0,8.39,315.26,A,4,Forklift driver,10,2,65000.0,Not Verified,27,1,https://lendingclub.com/browse/loanDetail.action?loan_id=17954557,,debt_consolidation,Debt consolidation,917xx,CA,14.15,0,Jan-04,1,9,1,51.6,23,0,INDIVIDUAL
45926,58593739,62434519,14000,14000,14000.0,1,12.69,316.01,C,11,Owner/Baker,2,2,60000.0,Not Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=58593739,,credit_card,Credit card refinancing,105xx,NY,12.54,1,Aug-93,1,15,0,53.8,34,1,INDIVIDUAL
45931,1619288,1890551,22500,22500,22475.0,1,13.11,513.18,B,8,Aker Philadelphia Shipyard,1,1,69200.0,Verified,47,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1619288,,debt_consolidation,Debt consolidation,191xx,PA,11.59,0,Oct-97,3,11,0,73.0,22,0,INDIVIDUAL
45939,4776834,6049099,4700,4700,4700.0,0,21.49,178.14,E,22,Warwick Mills,3,0,34000.0,Source Verified,40,1,https://lendingclub.com/browse/loanDetail.action?loan_id=4776834,,other,burial exspenses,031xx,NH,24.93,0,Jan-03,1,5,0,92.1,9,0,INDIVIDUAL
45940,15320545,17392988,10000,10000,10000.0,0,18.25,362.91,D,17,eCommerce Content Coordinator,2,0,45000.0,Not Verified,28,1,https://lendingclub.com/browse/loanDetail.action?loan_id=15320545,,debt_consolidation,Debt consolidation,021xx,MA,26.63,0,Aug-09,0,12,0,48.2,16,1,INDIVIDUAL
45949,58400981,62219712,11000,11000,11000.0,0,11.53,362.94,B,9,CUSTOMER CARE ASSOCIATE,4,0,35000.0,Verified,13,1,https://lendingclub.com/browse/loanDetail.action?loan_id=58400981,,debt_consolidation,Debt consolidation,930xx,CA,15.59,0,Jul-98,0,7,0,82.6,14,1,INDIVIDUAL
45952,7616236,9298317,22750,22750,22750.0,1,17.1,566.35,C,14,Cafe Manager,8,2,50600.0,Verified,35,1,https://lendingclub.com/browse/loanDetail.action?loan_id=7616236,,debt_consolidation,grandchildren,146xx,NY,29.35,0,Aug-98,0,15,0,88.3,36,1,INDIVIDUAL
45954,1608803,1880577,7200,7200,7200.0,0,17.77,259.52,D,15,VisionIT - HP,1,2,68000.0,Verified,47,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1608803,"Borrower added on 10/12/12 > With the help of this loan, I will be able to consoldiate a few high interest credit cards that I have acquired.  The combined minimum payments on these cards is 50% higher than my payment for this loan. Thank you Lending Tree!!!<br><br>  Borrower added on 10/12/12 > I  have 3 high-interest retail cards initially acquired at Christmas last year.These would have been paid off by now, however, I have my niece and nephew currently living with me which has increased grocery as well as other household bills.Consolidating will allow lower payments and quicker payoff.<br>",debt_consolidation,Debt Consolidation,480xx,MI,11.92,0,Jan-91,0,9,0,62.5,28,0,INDIVIDUAL
45984,39600039,42423793,9500,9500,9500.0,0,12.99,319.88,C,11,Chamber Maid,10,1,39000.0,Source Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=39600039,,debt_consolidation,Debt consolidation,082xx,NJ,21.53,0,Apr-02,0,9,1,62.0,9,1,INDIVIDUAL
45992,71493292,76642033,4000,4000,4000.0,0,19.99,148.53,E,20,manager,10,0,38000.0,Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=71493292,,credit_card,Credit card refinancing,088xx,NJ,49.01,0,Aug-92,2,10,0,71.1,13,0,DIRECT_PAY
45995,54534920,58115670,20000,20000,20000.0,0,13.33,676.96,C,12,master technician,4,0,60000.0,Source Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=54534920,,debt_consolidation,Debt consolidation,114xx,NY,13.47,0,Feb-07,1,7,0,81.7,10,1,INDIVIDUAL
46005,32469676,35072976,1600,1600,1600.0,0,13.35,54.06,C,11,Underwriter II,10,2,51570.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=32469676,,vacation,Vacation,857xx,AZ,30.84,0,Dec-97,0,23,0,74.3,39,1,INDIVIDUAL
46008,1059502,1291327,8200,8200,8200.0,1,16.77,202.44,D,16,California Department of Public Health,10,0,42000.0,Source Verified,57,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1059502,,credit_card,Credit Card Balance Payoff,945xx,CA,5.11,0,Jan-90,1,6,0,90.0,8,0,INDIVIDUAL
46010,40540450,43405171,11900,11900,11900.0,0,20.99,448.24,E,23,MEDICAL SUPPORT ASSISTANT,2,0,35000.0,Verified,20,1,https://lendingclub.com/browse/loanDetail.action?loan_id=40540450,,debt_consolidation,Debt consolidation,967xx,HI,34.24,0,Aug-99,0,9,1,62.6,37,0,INDIVIDUAL
46028,60045752,63990477,20000,20000,19975.0,1,22.99,563.95,F,26,Airport Operations Supervisor,1,0,50000.0,Source Verified,12,1,https://lendingclub.com/browse/loanDetail.action?loan_id=60045752,,debt_consolidation,Debt consolidation,330xx,FL,11.5,0,Nov-05,0,12,0,47.1,19,0,INDIVIDUAL
46033,12455237,14467381,8000,8000,8000.0,0,8.9,254.26,A,4,,10,0,65000.0,Not Verified,31,1,https://lendingclub.com/browse/loanDetail.action?loan_id=12455237,Borrower added on 02/24/14 > i want to pay off my credit cards<br>,credit_card,Credit card refinancing,968xx,HI,4.3,0,Jan-00,0,6,3,50.2,13,0,INDIVIDUAL
46054,49197191,52505906,24000,24000,23975.0,1,17.57,603.85,D,18,Warehouse,10,2,65000.0,Verified,16,1,https://lendingclub.com/browse/loanDetail.action?loan_id=49197191,,debt_consolidation,Debt consolidation,243xx,VA,24.19,0,Apr-05,1,16,0,46.8,24,0,INDIVIDUAL
46058,1592762,1862713,15000,15000,15000.0,0,15.8,525.69,C,12,pprimm valley resort and casino,4,0,40000.0,Not Verified,44,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1592762,"Borrower added on 01/10/13 > credit card refinancing,to lessen credit card debt and paying only one bill a month<br><br> Borrower added on 01/10/13 > credit card refinancing,to lessen credit card debt and paying only one bill a month<br><br> Borrower added on 01/10/13 > creidt card refinancing<br>",credit_card,credit card refinancing,890xx,NV,10.37,0,Feb-08,0,11,0,41.9,14,0,INDIVIDUAL
46065,3730951,4723953,11025,11025,10550.0,0,12.12,366.54,B,7,,-1,2,34784.0,Verified,42,1,https://lendingclub.com/browse/loanDetail.action?loan_id=3730951,,home_improvement,Home Improvement Loan,890xx,NV,25.48,2,Jul-82,1,13,0,27.2,37,0,INDIVIDUAL
46067,70112330,75130110,14400,14400,14400.0,0,14.46,495.28,C,13,Human Resources Specialist,10,0,113650.0,Verified,7,1,https://lendingclub.com/browse/loanDetail.action?loan_id=70112330,,debt_consolidation,Debt consolidation,223xx,VA,12.04,0,Mar-02,0,19,1,44.4,34,1,INDIVIDUAL
46076,46655196,49803066,10500,10500,10500.0,1,13.99,244.57,C,13,Scan data clerk,1,0,22880.0,Source Verified,17,1,https://lendingclub.com/browse/loanDetail.action?loan_id=46655196,,debt_consolidation,Debt consolidation,100xx,NY,7.88,0,Sep-11,0,8,0,28.3,9,1,INDIVIDUAL
46084,51886662,55316384,30000,30000,30000.0,1,16.99,745.71,D,17,Head of Entertainment Marketing,1,0,145000.0,Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=51886662,,debt_consolidation,Debt consolidation,981xx,WA,31.64,2,May-99,0,22,0,87.4,38,1,INDIVIDUAL
46105,75091386,80513150,35000,35000,35000.0,1,26.57,1059.59,F,29,Software Engineer,3,0,95000.0,Verified,6,1,https://lendingclub.com/browse/loanDetail.action?loan_id=75091386,,debt_consolidation,Debt consolidation,021xx,MA,18.86,0,Mar-11,1,11,0,44.0,17,1,INDIVIDUAL
46109,51656320,55076042,12000,12000,12000.0,0,16.99,427.74,D,17,Dental Specialist,10,0,45000.0,Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=51656320,,other,Other,923xx,CA,22.93,0,Nov-00,0,6,0,74.6,19,0,INDIVIDUAL
46110,51255821,54515554,7725,7725,7725.0,0,17.57,277.8,D,18,Associate,6,0,23000.0,Source Verified,15,1,https://lendingclub.com/browse/loanDetail.action?loan_id=51255821,,debt_consolidation,Debt consolidation,917xx,CA,26.51,0,Mar-06,2,16,0,17.3,21,1,INDIVIDUAL
46111,55463081,59064849,9500,9500,9500.0,0,7.26,294.6,A,3,IT Analyst,6,0,63710.0,Not Verified,14,1,https://lendingclub.com/browse/loanDetail.action?loan_id=55463081,,debt_consolidation,Debt consolidation,078xx,NJ,16.7,0,Apr-99,0,14,1,30.5,19,0,INDIVIDUAL
46115,40962738,43838632,10750,10750,10750.0,0,18.25,390.37,E,20,Dispatcher,8,0,30000.0,Not Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=40962738,,debt_consolidation,Debt consolidation,114xx,NY,12.77,0,Apr-05,0,5,0,51.1,16,0,INDIVIDUAL
46122,79732717,85427481,20575,20575,20575.0,0,25.44,823.06,F,26,Supervisor,5,0,100000.0,Verified,4,1,https://lendingclub.com/browse/loanDetail.action?loan_id=79732717,,debt_consolidation,Debt consolidation,604xx,IL,4.8,0,Aug-04,3,5,0,0.0,6,1,INDIVIDUAL
46129,40562210,43427003,21000,21000,20975.0,1,20.99,568.3,E,23,Process Technician,5,0,50000.0,Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=40562210,,debt_consolidation,Debt consolidation,449xx,OH,23.16,0,Oct-00,3,14,1,43.7,36,0,INDIVIDUAL
46139,26248414,28721378,11850,11850,11850.0,1,17.57,298.06,D,18,PSE Clerk,2,0,40000.0,Source Verified,24,1,https://lendingclub.com/browse/loanDetail.action?loan_id=26248414,,debt_consolidation,Debt consolidation,232xx,VA,23.93,0,Jun-07,0,7,0,62.2,13,0,INDIVIDUAL
46145,40979301,43855021,35000,35000,35000.0,1,18.84,905.13,E,21,Finance Manager,10,0,132000.0,Verified,19,1,https://lendingclub.com/browse/loanDetail.action?loan_id=40979301,,debt_consolidation,Debt consolidation,902xx,CA,29.42,0,Jan-01,1,28,0,48.4,38,0,INDIVIDUAL
46148,32038491,34651685,15000,15000,15000.0,0,9.17,478.14,B,5,,-1,1,45000.0,Verified,23,1,https://lendingclub.com/browse/loanDetail.action?loan_id=32038491,,debt_consolidation,Debt consolidation,786xx,TX,18.43,0,May-81,0,10,0,51.6,43,0,INDIVIDUAL
46154,1233064,1473488,5000,5000,5000.0,0,15.31,174.29,C,12,LAB TEST FLORIDA,5,0,18000.0,Not Verified,53,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1233064,Borrower added on 04/08/12 > consolidate my credit cards<br><br> Borrower added on 04/08/12 > credit card consolidation<br>,credit_card,CREDIT CARD CONSOLIDATION,331xx,FL,11.1,0,Jun-87,2,12,0,27.6,21,0,INDIVIDUAL
46157,1654769,1946924,4000,4000,4000.0,0,15.31,139.42,C,11,Allens inc,7,2,52000.0,Not Verified,46,1,https://lendingclub.com/browse/loanDetail.action?loan_id=1654769,Borrower added on 10/24/12 > Home improvements<br>,home_improvement,Home improvement,729xx,AR,8.87,0,Oct-07,0,6,0,92.3,9,0,INDIVIDUAL
46162,22322845,24645630,30000,30000,30000.0,0,10.15,970.21,B,6,Regional Sales Manager,4,0,72000.0,Verified,25,1,https://lendingclub.com/browse/loanDetail.action?loan_id=22322845,,debt_consolidation,Debt consolidation,970xx,OR,20.07,0,Aug-99,1,15,0,48.6,40,1,INDIVIDUAL
